movieId,avg_rating,rating_count,rating_std,year,genres_list,label_genre,tmdbId
201,3.0,1,0.0,1995,['Drama' 'Fantasy'],Drama,47939
202,3.0,1,0.0,1995,['Drama' 'Romance'],Drama,36834
203,3.43,22,0.79,1995,['Comedy'],Comedy,9090
204,2.72,30,1.13,1995,['Action'],Action,3512
205,3.17,9,0.61,1995,['Comedy' 'Drama'],Comedy,52856
206,3.0,2,1.41,1995,['Documentary'],Documentary,77350
207,3.43,21,1.09,1995,['Drama' 'Romance'],Drama,9560
208,2.91,115,0.96,1995,['Action' 'Adventure' 'Sci-Fi'],Action,9804
209,3.17,3,0.76,1995,['Drama'],Drama,31611
210,3.0,4,0.82,1995,['Western'],Western,65796
211,3.5,2,0.71,1994,['Drama'],Drama,49805
212,3.0,3,1.32,1995,['Adventure' 'Comedy' 'Crime' 'Mystery'],Adventure,26258
213,3.83,6,1.81,1994,['Drama'],Drama,50797
214,4.0,2,0.0,1994,['Drama' 'War'],Drama,19155
215,4.04,24,1.0,1995,['Drama' 'Romance'],Drama,76
216,3.33,49,1.06,1995,['Comedy'],Comedy,11017
217,2.33,6,1.51,1995,['Drama' 'Thriller'],Drama,37141
218,3.43,14,1.02,1995,['Comedy' 'Drama'],Comedy,9382
219,3.0,1,0.0,1995,['Drama'],Drama,6715
220,3.0,1,0.0,1995,['Horror'],Horror,18256
222,3.75,16,1.24,1995,['Drama' 'Romance'],Drama,22625
223,3.86,104,0.95,1994,['Comedy'],Comedy,2292
224,3.61,40,0.76,1995,['Comedy' 'Drama' 'Romance'],Comedy,1909
225,3.54,52,0.78,1994,['Drama' 'Thriller'],Drama,8984
227,2.86,22,1.04,1994,['Action' 'Thriller'],Action,4954
228,2.33,3,1.15,1995,['Comedy'],Comedy,62488
229,3.43,7,0.84,1994,['Drama' 'Thriller'],Drama,10531
230,3.4,24,0.75,1995,['Drama' 'Thriller'],Drama,11929
231,3.06,133,1.12,1994,['Adventure' 'Comedy'],Adventure,8467
232,3.89,14,1.23,1994,['Comedy' 'Drama' 'Romance'],Comedy,10451
233,3.5,12,0.52,1994,['Drama'],Drama,20156
234,2.59,17,0.94,1994,['Comedy'],Comedy,18395
235,3.68,70,0.91,1994,['Comedy' 'Drama'],Comedy,522
236,3.48,45,0.92,1995,['Action' 'Comedy' 'Romance'],Action,397
237,3.34,22,1.04,1995,['Comedy' 'Romance'],Comedy,10525
238,4.0,2,1.41,1995,['Adventure' 'Children'],Adventure,27985
239,3.0,17,1.06,1995,['Animation' 'Children' 'Comedy' 'Romance'],Animation,15789
240,2.38,4,0.75,1995,['Thriller'],Thriller,27303
241,4.0,1,0.0,1995,['Children' 'Drama'],Children,21183
242,3.6,5,0.89,1994,['Drama' 'Musical'],Drama,10954
243,3.0,1,0.0,1995,['Children' 'Comedy' 'Fantasy'],Children,47867
246,4.29,29,0.76,1994,['Documentary'],Documentary,14275
247,3.93,21,0.76,1994,['Crime' 'Drama'],Crime,1024
248,3.18,17,1.0,1994,['Comedy'],Comedy,17207
249,3.72,18,0.89,1994,['Drama' 'Romance'],Drama,13701
250,2.5,6,1.1,1995,['Children' 'Comedy'],Children,14819
251,3.0,3,0.5,1995,['Action'],Action,32631
252,3.45,43,0.86,1994,['Comedy' 'Romance'],Comedy,11777
253,3.46,109,1.02,1994,['Drama' 'Horror'],Drama,628
254,3.0,1,0.0,1995,['Drama'],Drama,87729
255,2.07,7,1.54,1995,['Comedy'],Comedy,18713
256,2.83,35,1.04,1994,['Comedy' 'Sci-Fi'],Comedy,6280
257,3.5,14,0.94,1995,['Mystery' 'Thriller'],Mystery,9061
258,2.6,10,1.07,1995,['Adventure' 'Children' 'Comedy' 'Fantasy' 'Romance'],Adventure,37108
259,3.2,5,0.45,1995,['Crime' 'Drama' 'Thriller'],Crime,6071
260,4.23,251,0.87,1977,['Action' 'Adventure' 'Sci-Fi'],Action,11
261,3.88,42,0.76,1994,['Drama'],Drama,9587
262,3.9,21,0.62,1995,['Children' 'Drama'],Children,19101
263,4.0,1,0.0,1994,['Drama'],Drama,49980
265,3.94,33,1.07,1992,['Drama' 'Fantasy' 'Romance'],Drama,18183
266,3.4,68,0.98,1994,['Drama' 'Romance' 'War' 'Western'],Drama,4476
267,2.94,17,1.3,1995,['Comedy'],Comedy,11008
269,3.0,2,0.0,1993,['Drama'],Drama,32325
270,3.4,5,1.39,1994,['Drama' 'Romance'],Drama,43742
271,3.5,4,1.29,1995,['Drama'],Drama,28313
272,3.76,31,1.12,1994,['Comedy' 'Drama'],Comedy,11318
273,2.95,28,1.05,1994,['Drama' 'Horror' 'Sci-Fi'],Drama,3036
274,2.93,7,1.24,1995,['Comedy'],Comedy,40490
275,2.0,6,0.63,1994,['Comedy'],Comedy,24070
276,3.25,22,0.81,1994,['Comedy' 'Romance'],Comedy,8986
277,3.22,38,1.15,1994,['Drama'],Drama,10510
278,1.5,2,0.71,1995,['Comedy'],Comedy,17402
279,3.0,2,0.0,1995,['Drama'],Drama,38722
280,4.08,13,0.86,1995,['Drama' 'Thriller'],Drama,8438
281,3.79,14,0.8,1994,['Comedy' 'Drama' 'Romance'],Comedy,11593
282,3.34,40,0.94,1994,['Drama'],Drama,1945
283,3.67,3,1.53,1995,['Crime' 'Drama'],Crime,39310
284,4.5,1,0.0,1993,['Action' 'Crime'],Action,109560
285,4.0,1,0.0,1993,['Drama' 'Horror'],Drama,56428
287,3.0,1,0.0,1994,['Comedy' 'Romance'],Comedy,131957
288,3.23,92,1.13,1994,['Action' 'Crime' 'Thriller'],Action,241
289,3.56,8,1.12,1994,['Comedy' 'Romance'],Comedy,9058
290,4.04,14,0.84,1994,['Crime' 'Drama'],Crime,527
291,2.33,3,0.58,1996,['Drama' 'Thriller'],Drama,18220
292,3.43,101,0.9,1995,['Action' 'Drama' 'Sci-Fi' 'Thriller'],Action,6950
293,4.02,133,0.86,1994,['Action' 'Crime' 'Drama' 'Thriller'],Action,101
294,3.0,2,0.0,1995,['Comedy' 'Romance'],Comedy,63020
295,3.0,1,0.0,1995,['Comedy' 'Romance'],Comedy,2307
296,4.2,307,0.95,1994,['Comedy' 'Crime' 'Drama' 'Thriller'],Comedy,680
298,2.0,1,0.0,1992,['Drama'],Drama,25296
299,4.0,4,1.15,1994,['Drama'],Drama,40156
300,3.52,81,0.85,1994,['Drama'],Drama,11450
301,4.0,1,0.0,1994,['Drama' 'Romance'],Drama,30304
302,3.2,5,0.45,1994,['Drama' 'Romance'],Drama,10452
303,2.95,32,0.9,1995,['Action' 'Thriller' 'Western'],Action,12106
304,3.67,3,1.53,1995,['Comedy' 'Drama'],Comedy,161495
305,2.83,9,1.22,1994,['Comedy'],Comedy,3586
306,4.22,16,1.05,1994,['Drama'],Drama,110
307,3.9,24,1.15,1993,['Drama'],Drama,108
308,4.03,20,0.8,1994,['Comedy' 'Drama'],Comedy,109
310,3.0,1,0.0,1995,['Comedy'],Comedy,36357
311,3.0,1,0.0,1994,['Horror' 'Thriller'],Horror,92769
312,1.44,9,0.77,1995,['Comedy'],Comedy,28033
313,3.33,3,0.58,1994,['Animation' 'Children'],Animation,22586
314,3.75,16,0.84,1994,['Children' 'Drama' 'Fantasy' 'Mystery'],Children,14334
315,3.08,38,0.98,1994,['Action' 'Drama' 'Thriller'],Action,2636
316,3.38,140,0.84,1994,['Action' 'Adventure' 'Sci-Fi'],Action,2164
317,3.2,81,1.06,1994,['Comedy' 'Drama' 'Fantasy'],Comedy,11395
318,4.43,317,0.71,1994,['Crime' 'Drama'],Crime,278
319,3.6,20,1.23,1994,['Comedy' 'Drama' 'Thriller'],Comedy,9905
320,3.0,1,0.0,1993,['Film-Noir' 'Thriller'],Film-Noir,87078
321,4.0,2,0.0,1993,['Drama'],Drama,12527
322,3.55,10,1.07,1995,['Comedy' 'Drama'],Comedy,20306
324,4.0,1,0.0,1994,['Comedy' 'Drama'],Comedy,36614
325,2.5,7,1.19,1995,['Comedy'],Comedy,27993
326,4.0,3,1.0,1994,['Drama'],Drama,31439
327,2.82,34,1.12,1995,['Action' 'Comedy' 'Sci-Fi'],Action,9067
328,3.15,10,1.18,1995,['Horror' 'Thriller'],Horror,9059
329,3.39,108,0.81,1994,['Adventure' 'Drama' 'Sci-Fi'],Adventure,193
330,3.0,6,0.63,1995,['Action' 'Crime' 'Horror'],Action,25066
331,3.0,2,0.0,1994,['Drama'],Drama,46797
332,2.83,12,1.07,1995,['Horror' 'Sci-Fi'],Horror,12122
333,3.78,50,1.09,1995,['Comedy'],Comedy,11381
334,4.2,5,0.84,1994,['Drama'],Drama,32636
335,3.5,2,0.71,1995,['Mystery' 'Thriller'],Mystery,36141
336,3.0,1,0.0,1995,['Drama' 'War'],Drama,95963
337,3.77,77,0.94,1993,['Drama'],Drama,1587
338,2.84,19,1.01,1995,['Action' 'Sci-Fi' 'Thriller'],Action,9271
339,3.47,98,0.88,1995,['Comedy' 'Romance'],Comedy,2064
340,3.4,5,0.55,1994,['Adventure' 'Drama' 'War'],Adventure,19855
341,4.0,2,0.0,1994,['Drama'],Drama,60855
342,3.27,33,1.04,1994,['Comedy'],Comedy,236
343,2.9,5,0.89,1995,['Children'],Children,48287
344,3.04,161,1.07,1994,['Comedy'],Comedy,3049
345,3.6,36,0.98,1994,['Comedy' 'Drama'],Comedy,2759
346,3.5,6,0.55,1993,['Drama' 'Musical'],Drama,12635
347,3.5,6,0.84,1992,['Drama' 'Film-Noir' 'Romance'],Drama,10497
348,3.58,30,1.12,1994,['Comedy'],Comedy,11382
349,3.6,110,0.78,1994,['Action' 'Crime' 'Drama' 'Thriller'],Action,9331
350,3.39,57,0.86,1994,['Drama' 'Mystery' 'Thriller'],Drama,10731
351,3.18,17,0.9,1994,['Comedy' 'Drama' 'Romance'],Comedy,10464
352,2.5,2,0.71,1994,['Comedy' 'Drama'],Comedy,34152
353,3.61,64,0.97,1994,['Action' 'Crime' 'Fantasy' 'Thriller'],Action,9495
354,3.33,6,0.82,1994,['Drama'],Drama,29973
355,2.36,42,0.97,1994,['Children' 'Comedy' 'Fantasy'],Children,888
356,4.16,329,0.83,1994,['Comedy' 'Drama' 'Romance' 'War'],Comedy,13
357,3.52,103,1.11,1994,['Comedy' 'Romance'],Comedy,712
358,2.67,9,0.5,1995,['Drama'],Drama,16295
359,3.0,1,0.0,1994,['Comedy' 'Drama' 'Romance'],Comedy,48992
360,2.69,8,0.7,1994,['Action' 'Comedy'],Action,10879
361,3.06,17,0.61,1994,['Comedy' 'Drama' 'Romance'],Comedy,10660
362,3.53,34,1.08,1994,['Adventure' 'Children' 'Romance'],Adventure,10714
363,4.0,2,0.0,1993,['Documentary'],Documentary,41647
364,3.94,172,0.84,1994,['Adventure' 'Animation' 'Children' 'Drama' 'Musical' 'IMAX'],Adventure,8587
365,3.25,4,0.96,1993,['Drama'],Drama,1689
366,2.92,12,1.26,1994,['Drama' 'Horror' 'Mystery' 'Thriller'],Drama,11596
367,3.18,157,1.0,1994,['Action' 'Comedy' 'Crime' 'Fantasy'],Action,854
368,3.5,74,0.84,1994,['Adventure' 'Comedy' 'Western'],Adventure,9359
369,4.0,2,0.0,1994,['Drama'],Drama,23333
370,3.06,58,1.02,1994,['Action' 'Comedy'],Action,36593
371,3.31,21,0.81,1994,['Comedy' 'Drama'],Comedy,12280
372,2.76,21,1.1,1994,['Comedy' 'Drama' 'Romance'],Comedy,2788
373,3.64,11,0.81,1992,['Thriller'],Thriller,10427
374,2.2,25,1.22,1994,['Children' 'Comedy'],Children,11011
376,3.25,40,0.82,1994,['Action' 'Thriller'],Action,8987
377,3.53,171,0.93,1994,['Action' 'Romance' 'Thriller'],Action,1637
378,2.79,7,0.81,1994,['Comedy' 'Romance'],Comedy,15128
379,2.5,21,0.95,1994,['Action' 'Sci-Fi' 'Thriller'],Action,8831
380,3.5,178,0.91,1994,['Action' 'Adventure' 'Comedy' 'Romance' 'Thriller'],Action,36955
381,3.82,11,0.84,1994,['Drama' 'Romance'],Drama,10449
382,3.16,16,1.03,1994,['Drama' 'Horror' 'Romance' 'Thriller'],Drama,10395
383,3.1,21,1.04,1994,['Western'],Western,12160
384,3.25,2,0.35,1995,['Action' 'Crime' 'Drama'],Action,40480
385,4.0,1,0.0,1994,['Drama'],Drama,52038
386,3.0,1,0.0,1994,['Drama'],Drama,29444
387,2.38,4,1.11,1994,['Action' 'Comedy'],Action,26352
388,3.0,2,1.41,1995,['Drama'],Drama,39953
389,4.5,2,0.71,1994,['Drama' 'Romance' 'War'],Drama,41580
390,3.7,5,1.2,1965,['Action' 'Crime' 'Drama'],Action,315
391,4.5,1,0.0,1994,['Crime' 'Drama'],Crime,22067
393,2.5,10,1.08,1994,['Action' 'Adventure' 'Fantasy'],Action,11667
405,2.42,12,0.76,1994,['Action' 'Fantasy'],Action,8011
406,3.0,1,0.0,1994,['Drama'],Drama,171857
407,3.44,8,0.94,1995,['Horror' 'Thriller'],Horror,2654
408,3.0,2,1.41,1994,['Drama'],Drama,18069
409,2.0,1,0.0,1994,['Crime' 'Drama'],Crime,19092
410,3.1,84,0.75,1993,['Children' 'Comedy' 'Fantasy'],Children,2758
412,3.5,15,1.05,1993,['Drama'],Drama,10436
413,2.79,26,0.94,1994,['Comedy'],Comedy,13595
414,2.33,6,0.52,1994,['Comedy'],Comedy,46094
415,2.53,16,0.76,1993,['Comedy' 'Thriller'],Comedy,9409
416,2.5,8,0.93,1994,['Western'],Western,11853
417,3.69,13,1.18,1994,['Comedy' 'Romance'],Comedy,16771
418,3.0,2,0.0,1993,['Drama'],Drama,46924
419,2.68,20,1.21,1993,['Comedy'],Comedy,11041
420,2.72,59,0.94,1994,['Action' 'Comedy' 'Crime' 'Thriller'],Action,306
421,3.21,12,0.58,1994,['Adventure' 'Children' 'Drama'],Adventure,14522
422,3.2,5,0.45,1994,['Thriller'],Thriller,26203
423,2.85,10,0.58,1994,['Action' 'Thriller'],Action,178
424,1.83,3,1.04,1994,['Drama'],Drama,19819
425,3.75,2,0.35,1994,['Drama' 'Romance'],Drama,57834
426,3.14,7,0.38,1993,['Horror' 'Sci-Fi' 'Thriller'],Horror,4722
427,2.54,12,1.12,1993,['Drama' 'Mystery' 'Romance' 'Thriller'],Drama,18215
428,3.72,18,0.79,1993,['Drama'],Drama,1607
429,2.0,6,0.71,1994,['Comedy'],Comedy,26391
430,3.75,2,1.77,1993,['Comedy' 'Drama'],Comedy,117553
431,3.74,42,0.81,1993,['Crime' 'Drama'],Crime,6075
432,2.65,55,1.03,1994,['Adventure' 'Comedy' 'Western'],Adventure,11310
433,2.75,8,0.85,1994,['Comedy'],Comedy,18658
434,3.03,101,0.9,1993,['Action' 'Adventure' 'Thriller'],Action,9350
435,2.42,63,1.07,1993,['Comedy' 'Sci-Fi'],Comedy,9612
436,2.57,7,0.93,1994,['Drama' 'Thriller'],Drama,2124
437,2.17,9,0.71,1994,['Comedy'],Comedy,26261
438,2.71,7,0.76,1994,['Action' 'Comedy' 'Drama'],Action,19176
440,3.55,76,0.67,1993,['Comedy' 'Romance'],Comedy,11566
441,3.93,42,0.93,1993,['Comedy'],Comedy,9571
442,3.09,81,0.99,1993,['Action' 'Adventure' 'Sci-Fi'],Action,9739
444,2.33,6,0.82,1993,['Comedy' 'Romance'],Comedy,34444
445,3.0,12,0.85,1993,['Comedy'],Comedy,26141
446,3.83,9,1.3,1993,['Drama' 'Romance'],Drama,10997
448,3.62,8,0.52,1993,['Drama'],Drama,10443
